content,score,at,userName,sentiment,text_clean,text_StopWord,text_stemmed
"Ko sekarang ga bisa di buka, kalau di buka suka kembali lagi",1,2023-01-10 09:36:06,Pengguna Google,Negatif,ko sekarang ga bisa di buka kalau di buka suka kembali lagi,ko ga buka buka suka,ko ga buka buka suka
Senag memakai aplikasi ini karna iya menunjukan lokasi kejadian langsun,5,2023-01-10 08:44:45,Pengguna Google,Positif,senag memakai aplikasi ini karna iya menunjukan lokasi kejadian langsun,senag memakai aplikasi karna iya menunjukan lokasi kejadian langsun,senag memakai aplikasi karna iya menunjukan lokasi kejadian langsun
kemarin kyknya udah normal tpi hari ini eror lgi,5,2023-01-10 07:35:29,Pengguna Google,Positif,kemarin kyknya udah normal tpi hari ini eror lgi,kemarin kyknya udah normal tpi eror lgi,kemarin kyknya udah normal tpi eror lgi
Sangan bermanfaat,5,2023-01-10 07:26:27,Pengguna Google,Positif,sangan bermanfaat,sangan bermanfaat,sangan bermanfaat
Bagus sih sebenarnya hanya saja kenapa di ponsel saya tidak bisa asuk ke aplikasi. Meski sudah saya instal ulang selalu saja masuk tapi keluar sendiri terus terus,2,2023-01-10 06:43:19,Pengguna Google,Negatif,bagus sih sebenarnya hanya saja kenapa di ponsel saya tidak bisa asuk ke aplikasi meski sudah saya instal ulang selalu saja masuk tapi keluar sendiri terus terus,bagus sih ponsel asuk aplikasi instal ulang masuk,bagu sih ponsel asuk aplikasi instal ulang masuk
"Setelah saya update malah gak bisa di buka, itu knp ya?",1,2023-01-10 06:01:13,Pengguna Google,Negatif,setelah saya update malah gak bisa di buka itu knp ya,update gak buka knp ya,updat gak buka knp ya
Gag bisa di buka Update malah error trs Bagusan yg dulu yg lama Gimana mo dpt info Harus nya bisa untuk informasi malah dapat nya emosi,1,2023-01-10 05:22:53,Pengguna Google,Negatif,gag bisa di buka update malah error trs bagusan yg dulu yg lama gimana mo dpt info harus nya bisa untuk informasi malah dapat nya emosi,gag buka update error trs bagusan yg yg gimana mo dpt info nya informasi nya emosi,gag buka updat error tr bagusan yg yg gimana mo dpt info nya informasi nya emosi
Kok pas baru buka appnya keluar sendiri,4,2023-01-10 03:21:11,Pengguna Google,Positif,kok pas baru buka appnya keluar sendiri,pas buka appnya,pa buka appnya
"Untuk merespon kondisi darurat, sebaiknya diberikan tanda atau ada peringatan, contohnya getar atau bunyi sirene (seperti alarm)",5,2023-01-10 01:56:31,Pengguna Google,Positif,untuk merespon kondisi darurat sebaiknya diberikan tanda atau ada peringatan contohnya getar atau bunyi sirene seperti alarm,merespon kondisi darurat tanda peringatan contohnya getar bunyi sirene alarm,merespon kondisi darurat tanda peringatan contohnya getar bunyi siren alarm
Sering out aplikasi sendiri...,1,2023-01-10 01:49:45,Pengguna Google,Negatif,sering out aplikasi sendiri,out aplikasi,out aplikasi
"💯👍👌👏 tlg APLIKASI info bmkg tdk bisa dibuka, kalo bisa diperbaharui",5,2023-01-10 01:40:47,Pengguna Google,Positif, tlg aplikasi info bmkg tdk bisa dibuka kalo bisa diperbaharui,tlg aplikasi info bmkg tdk dibuka kalo diperbaharui,tlg aplikasi info bmkg tdk dibuka kalo diperbaharui
Kalo bisa online 24 jam di lengkapi notifikasi atau dengan perangkat seluler seperti ada kejadian gempa langsung notifikasi ke semua ponsel yang telah terinstal aplikasi bmkg. 🙏,4,2023-01-10 01:08:02,Pengguna Google,Positif,kalo bisa online  jam di lengkapi notifikasi atau dengan perangkat seluler seperti ada kejadian gempa langsung notifikasi ke semua ponsel yang telah terinstal aplikasi bmkg ,kalo online jam lengkapi notifikasi perangkat seluler kejadian gempa langsung notifikasi ponsel terinstal aplikasi bmkg,kalo onlin jam lengkapi notifikasi perangkat selul kejadian gempa langsung notifikasi ponsel terinst aplikasi bmkg
Sangat membantu,5,2023-01-10 00:59:20,Pengguna Google,Positif,sangat membantu,membantu,membantu
Aplikasinya kurang d pahami penggunaannya ya lebih bagus versi dulu lebih mudah d pahami dan simple,3,2023-01-10 00:45:22,Pengguna Google,Netral,aplikasinya kurang d pahami penggunaannya ya lebih bagus versi dulu lebih mudah d pahami dan simple,aplikasinya d pahami penggunaannya ya bagus versi mudah d pahami simple,aplikasinya d pahami penggunaannya ya bagu versi mudah d pahami simpl
Gak bisa dibuka aplikasinya,2,2023-01-10 00:20:10,Pengguna Google,Negatif,gak bisa dibuka aplikasinya,gak dibuka aplikasinya,gak dibuka aplikasinya
Cukup baik,4,2023-01-10 00:18:32,Pengguna Google,Positif,cukup baik,,
Setelah Di update kog tdk bisa dibuka lagi,2,2023-01-09 23:52:54,Pengguna Google,Negatif,setelah di update kog tdk bisa dibuka lagi,update kog tdk dibuka,updat kog tdk dibuka
"Baru di update, sdh masuk diaplikasinya ngelag dan keluar sendiri.",2,2023-01-09 23:34:43,Pengguna Google,Negatif,baru di update sdh masuk diaplikasinya ngelag dan keluar sendiri,update sdh masuk diaplikasinya ngelag,updat sdh masuk diaplikasinya ngelag
Mantap,5,2023-01-09 23:34:22,Pengguna Google,Positif,mantap,mantap,mantap
oke,5,2023-01-09 23:22:32,Pengguna Google,Positif,oke,oke,oke
Tadinya bagus. Bisa screenshot bisa share informasi ke temen temen. Skrg tampilan nya juga ga enak kurang nyaman.,2,2023-01-09 23:18:06,Pengguna Google,Negatif,tadinya bagus bisa screenshot bisa share informasi ke temen temen skrg tampilan nya juga ga enak kurang nyaman,bagus screenshot share informasi temen temen skrg tampilan nya ga enak nyaman,bagu screenshot share informasi temen temen skrg tampilan nya ga enak nyaman
Sangat membantu,5,2023-01-09 23:10:09,Pengguna Google,Positif,sangat membantu,membantu,membantu
Ok,5,2023-01-09 22:21:20,Pengguna Google,Positif,ok,ok,ok
"kurang bagus,,karna lokasi tidak terdeteksi sesuai dgn posisi keberadaan tempat",2,2023-01-09 22:13:54,Pengguna Google,Negatif,kurang baguskarna lokasi tidak terdeteksi sesuai dgn posisi keberadaan tempat,baguskarna lokasi terdeteksi sesuai dgn posisi keberadaan,baguskarna lokasi terdeteksi sesuai dgn posisi keberadaan
"Baik dan sangat membantu, info detail...trims",4,2023-01-09 21:27:48,Pengguna Google,Positif,baik dan sangat membantu info detailtrims,membantu info detailtrims,membantu info detailtrim
sudah mantepp.. akn lebih baik lagi jika ada pengaturan notifikasi.. jadi jika ada terjadi gempa dengan skala tertentu ad peringatan dari aplikasi baik itu berupa getar atau bunyi. tetap terus berkembang min..,5,2023-01-09 21:20:20,Pengguna Google,Positif,sudah mantepp akn lebih baik lagi jika ada pengaturan notifikasi jadi jika ada terjadi gempa dengan skala tertentu ad peringatan dari aplikasi baik itu berupa getar atau bunyi tetap terus berkembang min,mantepp akn pengaturan notifikasi gempa skala ad peringatan aplikasi getar bunyi berkembang min,mantepp akn pengaturan notifikasi gempa skala ad peringatan aplikasi getar bunyi berkembang min
Sangat membantu,5,2023-01-09 21:14:03,Pengguna Google,Positif,sangat membantu,membantu,membantu
Kenapa apk nih tidak bisa di buka,5,2023-01-09 20:11:00,Pengguna Google,Positif,kenapa apk nih tidak bisa di buka,apk nih buka,apk nih buka
Aplikasi force close,1,2023-01-09 19:39:13,Pengguna Google,Negatif,aplikasi force close,aplikasi force close,aplikasi forc close
Mantap ini aplikasi nya. Terima kasih🙏,5,2023-01-09 18:56:39,Pengguna Google,Positif,mantap ini aplikasi nya terima kasih,mantap aplikasi nya terima kasih,mantap aplikasi nya terima kasih
kenapa aplikasi sering keluar sendiri?,1,2023-01-09 18:48:44,Pengguna Google,Negatif,kenapa aplikasi sering keluar sendiri,aplikasi,aplikasi
Smga bermanfaat🙏,3,2023-01-09 18:39:21,Pengguna Google,Netral,smga bermanfaat,smga bermanfaat,smga bermanfaat
Mantab,5,2023-01-09 18:34:59,Pengguna Google,Positif,mantab,mantab,mantab
Sudah lama download n baru di update tapi versi terbaru ini klau dibuka malah otomatis keluar aplikasi.,2,2023-01-09 18:31:56,Pengguna Google,Negatif,sudah lama download n baru di update tapi versi terbaru ini klau dibuka malah otomatis keluar aplikasi,download n update versi terbaru klau dibuka otomatis aplikasi,download n updat versi terbaru klau dibuka otomati aplikasi
Kenapa setelah update malah waktu masuk malah force close?,5,2023-01-09 18:14:12,Pengguna Google,Positif,kenapa setelah update malah waktu masuk malah force close,update masuk force close,updat masuk forc close
Baru buka tapi tiba2 langsung keluar sendiri sudah download ulang tetap sama,2,2023-01-09 18:09:48,Pengguna Google,Negatif,baru buka tapi tiba langsung keluar sendiri sudah download ulang tetap sama,buka langsung download ulang,buka langsung download ulang
Inpo bmkg,5,2023-01-09 18:06:30,Pengguna Google,Positif,inpo bmkg,inpo bmkg,inpo bmkg
Sudah buka tapi keluar sendri dari aplikasi.,1,2023-01-09 18:04:43,Pengguna Google,Negatif,sudah buka tapi keluar sendri dari aplikasi,buka sendri aplikasi,buka sendri aplikasi
Kenapa semakin lama semakin buruk G dapat d buka,1,2023-01-09 16:38:16,Pengguna Google,Negatif,kenapa semakin lama semakin buruk g dapat d buka,buruk g d buka,buruk g d buka
Kenapa.si keluar2 aja dari apk nya,3,2023-01-09 15:53:20,Pengguna Google,Netral,kenapasi keluar aja dari apk nya,kenapasi aja apk nya,kenapasi aja apk nya
Aplikasi macet. 9/1/23,5,2023-01-09 14:08:53,Pengguna Google,Positif,aplikasi macet ,aplikasi macet,aplikasi macet
Sangat membantu,4,2023-01-09 13:54:53,Pengguna Google,Positif,sangat membantu,membantu,membantu
"dibuka, langsung logout, kesel bgtttt,, udh coba berkali2 tetp gaabisa",1,2023-01-09 13:51:22,Pengguna Google,Negatif,dibuka langsung logout kesel bgtttt udh coba berkali tetp gaabisa,dibuka langsung logout kesel bgtttt udh coba berkali tetp gaabisa,dibuka langsung logout kesel bgtttt udh coba berkali tetp gaabisa
Mohon diperbaiki saat saya menggunakan lokasi saya tiba tiba fc force close keluar tiba tiba,1,2023-01-09 13:37:22,Pengguna Google,Negatif,mohon diperbaiki saat saya menggunakan lokasi saya tiba tiba fc force close keluar tiba tiba,mohon diperbaiki lokasi fc force close,mohon diperbaiki lokasi fc forc close
Tak berguna,1,2023-01-09 13:32:42,Pengguna Google,Negatif,tak berguna,berguna,berguna
Kok malah suka kmbli sndri si setalah di updatee,4,2023-01-09 13:15:32,Pengguna Google,Positif,kok malah suka kmbli sndri si setalah di updatee,suka kmbli sndri si setalah updatee,suka kmbli sndri si setalah update
Aplikasi ini saya tidak bisa mengaxses lokal. /pulau jawa.,1,2023-01-09 13:00:29,Pengguna Google,Negatif,aplikasi ini saya tidak bisa mengaxses lokal pulau jawa,aplikasi mengaxses lokal pulau jawa,aplikasi mengaxs lokal pulau jawa
Habis install ulang karena nggak sengaja kehapus kok malah keluar sendiri terus 😩 baru mau setting ulang lokasi dll. Tolong diperbaiki 🙏🙏,3,2023-01-09 13:00:24,Pengguna Google,Netral,habis install ulang karena nggak sengaja kehapus kok malah keluar sendiri terus  baru mau setting ulang lokasi dll tolong diperbaiki ,habis install ulang nggak sengaja kehapus setting ulang lokasi dll tolong diperbaiki,habi instal ulang nggak sengaja kehapu set ulang lokasi dll tolong diperbaiki
Sangat membantu,5,2023-01-09 13:00:11,Pengguna Google,Positif,sangat membantu,membantu,membantu
Kenapa gak bisa di buka,4,2023-01-09 12:44:06,Pengguna Google,Positif,kenapa gak bisa di buka,gak buka,gak buka
p3riňgatan.vl..G,5,2023-01-09 12:03:55,Pengguna Google,Positif,priňgatanvlg,priňgatanvlg,priňgatanvlg
Tidak bisa dibuka,1,2023-01-08 22:38:41,Pengguna Google,Negatif,tidak bisa dibuka,dibuka,dibuka
Kenapa sekarang nggak bisa dibuka,1,2023-01-08 22:29:34,Pengguna Google,Negatif,kenapa sekarang nggak bisa dibuka,nggak dibuka,nggak dibuka
Bagus,5,2023-01-08 08:05:47,Pengguna Google,Positif,bagus,bagus,bagu
Knapa akhir2 ini ga bisa di buka aplikasinya pdhl sdh hapus data Sudah uninstal trus instal lgi Masih tetap ga bisa dibuka,1,2023-01-08 06:47:45,Pengguna Google,Negatif,knapa akhir ini ga bisa di buka aplikasinya pdhl sdh hapus data sudah uninstal trus instal lgi masih tetap ga bisa dibuka,knapa ga buka aplikasinya pdhl sdh hapus data uninstal trus instal lgi ga dibuka,knapa ga buka aplikasinya pdhl sdh hapu data uninst tru instal lgi ga dibuka
Force close saat membuka. Tolong bug nya diperbaiki. Device Samsung A13,1,2023-01-07 20:48:49,Pengguna Google,Negatif,force close saat membuka tolong bug nya diperbaiki device samsung a,force close membuka tolong bug nya diperbaiki device samsung a,forc close membuka tolong bug nya diperbaiki devic samsung a
Sangat bagus untuk melakukan tidak perlu ragu sama cuaca,1,2023-01-07 14:54:14,Pengguna Google,Negatif,sangat bagus untuk melakukan tidak perlu ragu sama cuaca,bagus ragu cuaca,bagu ragu cuaca
apk suka keluar sendiri,1,2023-01-07 14:49:31,Pengguna Google,Negatif,apk suka keluar sendiri,apk suka,apk suka
Kenapa setiap buka langsung out keluar ya??,3,2023-01-07 13:48:51,Pengguna Google,Netral,kenapa setiap buka langsung out keluar ya,buka langsung out ya,buka langsung out ya
"App sering crass, base analisis saya di exception hanling bagian app permission. Mohon segera perbaiki.",1,2023-01-07 09:33:56,Pengguna Google,Negatif,app sering crass base analisis saya di exception hanling bagian app permission mohon segera perbaiki,app crass base analisis exception hanling app permission mohon perbaiki,app crass base analisi except hanl app permiss mohon perbaiki
"Mhn menu ditambah lg,biar lbh oke",4,2023-01-07 08:44:51,Pengguna Google,Positif,mhn menu ditambah lgbiar lbh oke,mhn menu ditambah lgbiar lbh oke,mhn menu ditambah lgbiar lbh oke
Sangat bermanfaat dan informatif👍👍👍👍👍,5,2023-01-07 06:57:13,Pengguna Google,Positif,sangat bermanfaat dan informatif,bermanfaat informatif,bermanfaat informatif
Sangat membantu,4,2023-01-07 05:20:24,Pengguna Google,Positif,sangat membantu,membantu,membantu
Diupdate malah gak bisa dibuka,1,2023-01-07 04:50:30,Pengguna Google,Negatif,diupdate malah gak bisa dibuka,diupdate gak dibuka,diupdat gak dibuka
Sangat bermanfaat sekali,5,2023-01-07 03:57:26,Pengguna Google,Positif,sangat bermanfaat sekali,bermanfaat,bermanfaat
"setelah ada update & upgrade besar2an, app ini jadi bnyk sekali errornya.. buka loading kadang2 lamaa",3,2023-01-07 03:43:22,Pengguna Google,Netral,setelah ada update  upgrade besaran app ini jadi bnyk sekali errornya buka loading kadang lamaa,update upgrade besaran app bnyk errornya buka loading kadang lamaa,updat upgrad besaran app bnyk errornya buka load kadang lamaa
Trims..sangat membantu aplikasi ini,5,2023-01-07 03:26:03,Pengguna Google,Positif,trimssangat membantu aplikasi ini,trimssangat membantu aplikasi,trimssangat membantu aplikasi
Sangat membantu buat traveling,5,2023-01-07 00:50:11,Pengguna Google,Positif,sangat membantu buat traveling,membantu traveling,membantu travel
Ini bagaimana sih setelah di update malah keluar sndri apliksinya tolong donk diperbaiki lagi,3,2023-01-06 23:44:23,Pengguna Google,Netral,ini bagaimana sih setelah di update malah keluar sndri apliksinya tolong donk diperbaiki lagi,sih update sndri apliksinya tolong donk diperbaiki,sih updat sndri apliksinya tolong donk diperbaiki
"Tolong admin untuk menyetel ulang tanggal, karena tanggal di bmkg selalu telat 1 hari..kejadian hari ini tapi tercatat tanggal kemarin...tolong di benarkan min Terimakasih",4,2023-01-06 22:23:18,Pengguna Google,Positif,tolong admin untuk menyetel ulang tanggal karena tanggal di bmkg selalu telat  harikejadian hari ini tapi tercatat tanggal kemarintolong di benarkan min terimakasih,tolong admin menyetel ulang tanggal tanggal bmkg telat harikejadian tercatat tanggal kemarintolong benarkan min terimakasih,tolong admin menyetel ulang tanggal tanggal bmkg telat harikejadian tercatat tanggal kemarintolong benarkan min terimakasih
"Masih banyak bugs, mohon diperbaiki🙏🏻 semangaaaattt😁",5,2023-01-06 12:44:53,Pengguna Google,Positif,masih banyak bugs mohon diperbaiki semangaaaattt,bugs mohon diperbaiki semangaaaattt,bug mohon diperbaiki semangaaaattt
Aplikasi ny sering keluar sendiri pas di gunakan,1,2023-01-06 04:17:10,Pengguna Google,Negatif,aplikasi ny sering keluar sendiri pas di gunakan,aplikasi ny pas,aplikasi ny pa
"Kenapa gk bisa masuk ya, udah masuk tapi keluar lagi, tolong dong kenapa bisa kaya gitu???",5,2023-01-05 23:17:02,Pengguna Google,Positif,kenapa gk bisa masuk ya udah masuk tapi keluar lagi tolong dong kenapa bisa kaya gitu,gk masuk ya udah masuk tolong kaya gitu,gk masuk ya udah masuk tolong kaya gitu
❤️❤️❤️❤️❤️❤️❤️❤️❤️,5,2023-01-05 22:04:31,Pengguna Google,Positif,,,
"Apkl dari tgl 4/01/2023 tdk bisa dibuka , sdh instal ulang ttp g bisa dibuka, knp?",1,2023-01-05 20:51:22,Pengguna Google,Negatif,apkl dari tgl  tdk bisa dibuka  sdh instal ulang ttp g bisa dibuka knp,apkl tgl tdk dibuka sdh instal ulang ttp g dibuka knp,apkl tgl tdk dibuka sdh instal ulang ttp g dibuka knp
"Cuaca maritim lebih baik versi lama,versi lama tinggal klik gambar langsung muncul 3hari kedepan,versi baru ribet harus ketik nama lokasi dulu, dan kenapa selalu keluar sendiri",2,2023-01-05 14:50:42,Pengguna Google,Negatif,cuaca maritim lebih baik versi lamaversi lama tinggal klik gambar langsung muncul hari kedepanversi baru ribet harus ketik nama lokasi dulu dan kenapa selalu keluar sendiri,cuaca maritim versi lamaversi tinggal klik gambar langsung muncul kedepanversi ribet ketik nama lokasi,cuaca maritim versi lamaversi tinggal klik gambar langsung muncul kedepanversi ribet ketik nama lokasi
"PARAH 👎👎 MINTA UPDATE TERUS, UDAH DI UPDATE MALAH GAK BISA KE BUKA, MAAF BINTANG 7 JADI BINTANG 1 👎👎👎👎👎",1,2023-01-05 14:29:48,Pengguna Google,Negatif,parah  minta update terus udah di update malah gak bisa ke buka maaf bintang  jadi bintang  ,parah update udah update gak buka maaf bintang bintang,parah updat udah updat gak buka maaf bintang bintang
"Bug masih ada,,gak bisa log in",3,2023-01-05 14:29:20,Pengguna Google,Netral,bug masih adagak bisa log in,bug adagak log in,bug adagak log in
Iki gimana sih tdk bisa dibuka lalu ditambah lodiiiiing nya lama banget tolong dong di di tambah di buka malah keluar sendiri dan tdk respon perbaiki lagiiiiiiiiiii yaaaaaaaa,2,2023-01-05 13:47:49,Pengguna Google,Negatif,iki gimana sih tdk bisa dibuka lalu ditambah lodiiiiing nya lama banget tolong dong di di tambah di buka malah keluar sendiri dan tdk respon perbaiki lagiiiiiiiiiii yaaaaaaaa,iki gimana sih tdk dibuka ditambah lodiiiiing nya banget tolong buka tdk respon perbaiki lagiiiiiiiiiii yaaaaaaaa,iki gimana sih tdk dibuka ditambah lodiiii nya banget tolong buka tdk respon perbaiki lagiiiiiiiiiii yaaaaaaaa
